name,ccb,logmh,ccr,dedeg,fhi,morphel,modelu_rcorr,r50,fg,fc,fa,r90,modelu_j,den1mpc,grp,absrmag,grpcz,fmorphel,cz,radeg,logmstar
ECO06164,1.42,14.45,1.15,27.925,1,E,2.23,2.7,0,0,1,15.5,3.9,27.35,26,-19.96,6589.0,2,6912.8,194.926,10.15
ECO06165,1.42,14.45,1.04,27.958,1,L,2.04,24.7,0,0,1,24.7,1.85,23.58,26,-21.25,6589.0,1,6923.3,194.934,10.05
ECO06166,1.0,11.17,1.12,27.855,1,E,2.13,4.2,0,0,1,13.2,3.69,0.31,4650,-18.05,3769.9,1,3811.5,194.917,9.35
ECO06167,1.42,14.45,1.04,27.945,1,L,1.93,8.0,0,0,1,13.8,2.95,23.27,26,-18.74,6589.0,1,6857.2,195.004,9.31
ECO06168,1.42,14.45,1.15,27.808,1,E,2.3,5.9,0,0,1,19.8,4.16,23.9,26,-20.16,6589.0,1,6586.1,195.023,10.29
ECO06169,1.42,14.45,1.06,27.776,1,L,2.37,6.8,0,0,1,21.6,4.04,26.42,26,-19.93,6589.0,1,6191.2,195.026,10.17
ECO06170,1.42,14.45,1.1,28.004,1,E,2.25,5.1,0,0,0,20.6,3.79,20.87,26,-20.44,6589.0,2,7278.1,195.026,10.35
ECO06171,1.0,11.63,1.17,38.907,1,E,2.38,4.4,0,1,0,15.6,4.44,0.88,4112,-20.39,5344.7,2,5324.5,147.471,10.35
ECO06172,1.42,14.45,1.08,28.024,1,L,2.1,6.5,0,0,0,19.4,3.59,25.71,26,-19.13,6589.0,1,5916.7,195.023,9.69
ECO06173,1.42,14.45,1.19,28.079,1,E,2.46,2.9,0,0,0,9.0,4.5,17.29,26,-20.49,6589.0,2,7250.5,195.033,10.45
ECO06174,1.42,14.45,1.09,27.867,1,E,1.47,3.7,0,0,1,10.5,3.23,24.65,26,-19.08,6589.0,1,5321.8,195.038,9.35
ECO06175,1.42,14.45,1.16,28.17,1,E,2.38,4.5,0,0,0,15.1,4.28,21.48,26,-20.18,6589.0,2,6763.5,195.038,10.27
ECO06176,1.42,14.45,1.16,28.041,1,E,2.32,3.3,0,0,0,10.6,4.35,26.0,26,-19.91,6589.0,2,5752.9,195.061,10.11
ECO06177,1.42,14.45,1.01,27.968,1,L,2.07,38.9,0,0,1,38.9,0.84,25.61,26,-21.45,6589.0,1,4649.4,195.069,9.89
ECO06178,1.42,14.45,1.04,28.064,1,E,2.28,3.9,0,0,0,13.9,3.83,25.74,26,-19.51,6589.0,2,6153.0,195.071,9.97
ECO06179,1.42,14.45,1.07,27.937,1,E,2.06,5.8,0,0,1,16.4,3.45,26.39,26,-19.01,6589.0,1,5302.2,195.078,9.65
ECO06180,1.42,14.45,1.13,27.956,1,E,2.36,3.8,0,0,1,11.8,4.01,25.92,26,-19.96,6589.0,1,7021.6,195.116,10.05
ECO06181,1.0,11.36,1.09,27.515,1,L,1.33,5.5,0,1,1,15.8,2.46,3.06,4654,-19.68,7354.0,1,7430.9,195.122,9.35
ECO06182,1.0,11.54,1.15,4.003,2,E,2.12,4.2,1,1,1,13.4,4.16,0.65,4655,-20.6,7031.1,2,7031.1,147.361,10.41
ECO06183,1.42,14.45,1.05,27.766,1,E,2.29,4.9,0,0,1,13.2,4.15,13.82,26,-19.39,6589.0,1,6683.1,195.136,9.97
ECO06184,1.0,11.24,1.14,28.146,1,L,2.14,7.6,0,1,0,18.1,3.83,1.89,4656,-19.7,5471.3,2,5471.3,195.148,9.89
ECO06185,1.0,11.24,1.08,8.697,2,L,0.79,4.4,0,1,1,10.8,2.66,0.38,4657,-19.72,7266.6,2,7266.6,195.158,9.39
ECO06186,1.0,13.03,1.1,37.392,1,E,1.8,4.8,0,0,0,11.7,3.29,0.62,3046,-18.09,4894.0,1,4990.1,195.167,9.13
ECO06187,1.0,10.97,1.06,28.416,1,E,2.13,3.5,0,1,0,10.6,3.74,4.03,4658,-18.56,6298.9,1,6298.9,195.183,9.53
ECO06188,1.0,11.06,1.08,37.072,1,L,1.16,14.7,0,1,0,33.1,2.29,0.88,369,-18.66,4714.4,2,4714.7,195.145,9.15
ECO06189,1.42,14.45,1.09,28.101,1,E,2.29,3.9,0,0,0,11.4,4.0,23.35,26,-19.53,6589.0,1,6608.5,195.186,9.91
ECO06190,1.0,11.35,1.08,27.652,1,L,2.15,12.3,0,0,1,29.3,4.1,0.85,4659,-19.28,5163.6,2,5223.6,195.243,9.79
ECO06191,1.42,14.45,1.17,27.9,1,E,2.33,6.2,0,0,1,20.0,3.86,14.32,26,-20.51,6589.0,1,6905.5,195.247,10.39
ECO06192,1.42,14.45,1.07,27.803,1,E,2.25,5.6,0,0,1,19.0,3.91,22.38,26,-20.11,6589.0,2,6704.4,195.294,10.19
ECO06193,1.0,12.68,1.08,9.005,2,L,1.27,9.7,0,0,1,38.3,2.9,1.76,564,-20.41,5184.0,2,5047.3,147.404,10.05
ECO06194,1.0,12.57,1.07,27.818,1,E,2.22,7.6,0,0,1,29.9,3.45,3.77,3048,-19.98,5837.8,2,5929.8,195.288,10.15
ECO06195,1.0,12.57,1.07,27.914,1,E,2.15,4.3,0,0,1,16.5,3.94,3.7,3048,-19.18,5837.8,2,5869.0,195.307,9.83
ECO06196,1.0,11.28,1.19,37.386,1,E,1.3,3.6,0,1,0,12.7,3.61,0.43,4660,-19.84,7076.6,1,7076.6,195.392,10.03
ECO06197,1.0,11.17,1.12,3.101,1,L,1.17,11.6,1,1,0,23.7,2.76,0.74,4661,-19.44,6916.1,1,6916.1,195.494,9.47
ECO06198,1.0,11.37,1.15,25.383,2,L,0.85,2.9,0,1,1,7.6,2.87,1.09,4662,-19.56,7263.1,1,7242.0,195.664,9.45
ECO06199,1.0,11.76,1.09,28.371,1,L,2.28,9.7,0,1,0,25.4,3.64,2.89,4663,-20.84,7299.7,2,7435.8,195.67,10.35
ECO06200,1.0,11.65,1.07,28.114,1,L,2.22,12.2,0,1,0,29.8,3.83,1.36,4664,-20.86,7469.7,1,7469.7,195.66,10.45
ECO06201,1.0,10.84,1.15,7.852,1,E,1.97,7.4,0,1,1,24.8,3.09,0.53,4665,-17.84,2806.3,1,2806.3,195.755,9.09
ECO06202,1.0,11.37,1.11,25.475,2,L,0.79,3.1,0,0,1,7.9,2.5,1.18,4662,-19.18,7263.1,1,7284.2,195.774,9.19
ECO06203,1.0,13.05,1.07,44.295,1,L,1.31,13.0,0,0,0,26.2,3.12,3.48,228,-20.47,4720.4,2,4575.7,147.546,9.99
ECO06204,1.0,11.25,1.18,26.531,2,E,1.51,4.5,0,1,1,14.5,3.32,1.27,4666,-19.75,5756.1,1,5756.1,195.775,9.77
ECO06205,1.0,11.21,1.15,48.785,1,L,0.9,11.5,0,1,0,21.4,2.76,0.22,4667,-19.6,4978.6,2,4978.6,195.798,9.43
ECO06206,1.0,12.19,1.15,28.084,1,E,2.3,5.6,0,0,0,18.0,4.27,2.05,3059,-20.28,5517.3,2,5638.1,195.937,10.27
ECO06207,1.0,11.15,1.06,27.49,1,L,2.15,6.8,0,1,1,21.4,3.99,1.07,4668,-19.38,5335.4,1,5335.4,196.047,9.83
ECO06208,1.0,11.66,1.09,29.029,1,L,2.32,9.3,0,1,0,29.0,3.81,4.31,4669,-20.53,6736.6,1,6844.5,196.075,10.39
ECO06209,1.0,11.26,1.11,28.628,1,L,1.23,4.2,0,1,0,13.2,2.65,8.69,4670,-19.46,6654.6,1,6721.6,196.149,9.39
ECO06210,1.0,11.36,1.08,33.849,1,L,0.79,12.4,0,1,0,24.9,2.27,0.58,4671,-20.08,7170.5,1,7170.5,196.37,9.49
ECO06211,1.0,11.1,1.11,29.011,1,L,1.51,11.3,0,1,0,24.2,3.12,0.71,4672,-19.16,5268.7,2,5268.7,196.387,9.49
ECO06212,1.0,11.63,1.09,28.107,1,E,2.17,3.1,0,0,0,20.1,3.61,2.34,4673,-19.9,7321.0,2,7331.0,196.454,10.09
ECO06213,1.0,11.2,1.06,27.552,1,L,2.09,6.7,0,1,1,21.0,3.71,1.48,4674,-19.54,5671.2,1,5671.2,196.471,9.89
ECO06214,1.0,12.07,1.14,42.736,1,E,2.5,5.7,0,1,0,17.5,4.52,0.85,3980,-20.92,7289.7,1,7239.0,132.757,10.63
ECO06215,1.0,12.68,1.07,9.096,2,L,2.36,19.5,0,0,1,43.5,3.99,1.73,564,-21.09,5184.0,2,5502.4,147.47,10.65
ECO06216,1.0,11.2,1.07,25.465,2,L,1.77,5.9,0,1,1,15.3,3.26,1.05,4675,-19.56,6529.6,2,6529.6,196.495,9.69
ECO06217,1.0,11.34,1.09,27.873,2,L,1.56,8.7,0,1,1,24.9,3.52,2.66,4676,-20.04,6290.0,2,6290.0,196.652,9.99
ECO06218,1.0,11.82,1.1,25.429,2,L,1.35,5.8,0,0,1,11.7,2.6,1.07,3075,-19.62,7219.6,2,7186.8,196.652,9.41
ECO06219,1.0,12.63,1.15,35.133,1,L,0.72,15.0,0,0,0,35.0,2.16,1.49,245,-19.34,4839.2,1,4797.0,196.733,9.05
ECO06220,1.0,10.84,1.21,29.401,1,E,0.85,2.9,0,1,0,10.1,2.82,0.53,4677,-17.86,5264.2,1,5264.2,196.846,8.59
ECO06221,1.0,11.03,1.12,45.154,1,L,1.04,10.3,0,1,0,25.3,2.44,0.24,4678,-18.86,3506.3,2,3506.3,196.864,9.17
ECO06222,1.0,11.85,1.05,27.499,1,L,2.38,17.5,0,1,1,60.1,3.68,3.34,4679,-21.27,6660.1,1,6660.1,196.907,10.77
ECO06223,1.0,11.69,1.04,28.054,1,L,1.25,9.0,0,1,0,41.1,3.13,1.98,4680,-20.94,7124.4,1,7124.4,197.242,10.01
ECO06224,1.0,11.15,1.15,5.853,2,L,0.7,9.0,1,1,1,17.3,1.86,1.17,4681,-19.37,7145.0,1,7145.0,197.275,9.09
ECO06225,1.0,10.96,1.14,35.53,1,L,1.06,9.6,0,1,0,22.3,2.38,1.05,4682,-18.48,4997.8,1,4997.8,197.332,8.87
ECO06226,1.0,12.68,1.0,9.163,1,E,1.53,13.4,0,1,1,72.9,3.02,1.73,564,-21.77,5184.0,1,5061.5,147.478,10.87
ECO06227,1.0,11.39,1.1,43.99,1,L,1.14,13.0,0,1,0,27.6,2.24,0.92,4683,-19.95,7356.3,2,7360.6,197.605,9.53
ECO06228,1.0,11.42,1.07,11.708,2,L,0.6,29.3,0,0,1,63.1,2.58,0.74,3105,-18.77,3358.3,2,3398.5,197.683,9.07
ECO06229,1.0,10.85,1.2,35.786,1,L,0.98,5.4,0,1,0,10.4,2.09,0.53,4684,-17.94,7028.2,1,7028.2,197.717,8.57
ECO06230,1.0,11.84,1.06,43.726,1,L,2.08,16.3,0,1,0,34.1,3.99,0.84,4685,-21.13,7385.7,2,7329.6,197.797,10.55
ECO06231,1.0,11.38,1.16,10.082,1,L,2.53,7.8,0,1,1,19.6,4.09,0.34,4686,-20.17,6422.3,1,6422.3,197.827,10.39
ECO06232,1.0,11.18,1.07,3.687,1,E,2.27,2.6,1,1,0,10.9,4.08,0.84,4687,-19.47,5871.8,2,5871.8,197.871,9.93
ECO06233,1.0,10.99,1.1,34.329,1,L,1.28,5.3,0,1,0,11.5,2.77,0.22,4688,-18.66,6295.9,2,6295.9,197.883,9.27
ECO06234,1.0,11.06,1.07,45.097,1,L,1.27,10.0,0,1,0,26.1,2.38,0.52,4689,-18.99,7455.7,1,7455.7,197.939,9.25
ECO06235,1.0,11.09,1.13,34.034,1,L,1.2,8.5,0,1,0,20.6,2.6,0.66,4690,-19.08,5140.8,2,5140.8,197.969,9.31
ECO06236,1.0,11.19,1.13,39.158,1,L,1.22,13.0,0,1,0,26.3,2.04,0.16,4691,-19.52,6495.1,1,6495.1,198.026,9.09
ECO06237,1.0,13.05,1.12,44.324,1,E,2.01,5.4,0,0,0,17.6,3.69,3.46,228,-19.86,4720.4,1,4456.0,147.644,9.91
ECO06238,1.0,11.83,1.13,34.256,1,L,1.34,7.7,0,0,0,23.8,2.54,0.77,3114,-18.5,5076.5,1,5045.5,198.022,9.01
ECO06239,1.0,10.8,1.4,2.989,1,L,1.04,20.4,1,1,0,40.4,1.96,0.39,4692,-17.65,2955.8,1,2955.8,198.036,8.59
ECO06240,1.0,11.5,1.08,28.538,1,L,1.95,7.8,0,1,0,23.7,3.64,1.49,4693,-20.49,6389.2,1,6389.2,198.108,10.21
ECO06241,1.0,10.97,1.11,33.29,1,L,0.85,16.4,0,1,0,34.3,-99.99,0.64,4694,-18.58,4828.7,2,4828.7,198.356,8.87
ECO06242,1.0,11.2,1.16,30.56,1,L,0.95,12.9,0,1,0,25.8,2.32,0.54,4695,-19.57,5986.3,2,5986.3,198.336,9.37
ECO06243,1.0,11.1,1.12,30.32,1,L,1.41,16.1,0,1,0,37.9,2.85,0.46,4696,-19.16,4900.2,2,4900.2,198.339,9.29
ECO06244,1.0,11.38,1.11,8.04,2,L,1.35,8.9,0,0,1,18.3,2.68,1.09,4697,-19.33,7002.5,2,7026.4,198.352,9.65
ECO06245,1.0,11.5,1.16,12.689,1,E,2.4,3.6,0,1,1,11.9,4.46,0.36,4698,-20.5,7256.5,2,7256.5,198.418,10.41
ECO06246,1.0,11.08,1.11,23.255,1,L,0.94,11.8,0,1,0,32.8,2.33,0.32,923,-18.41,3567.4,1,3450.1,198.462,8.73
ECO06247,1.0,10.96,1.06,35.315,1,E,0.92,2.4,0,1,0,5.9,2.88,0.52,4699,-18.49,5149.1,1,5149.1,198.49,9.09
ECO06248,1.0,11.44,1.13,16.287,1,L,0.79,14.7,0,1,0,29.9,2.57,1.0,4700,-20.34,5782.0,2,5782.0,147.547,9.65
ECO06249,1.0,10.92,1.15,48.156,1,L,0.97,11.0,0,1,0,22.8,2.78,0.5,4701,-18.27,2629.4,1,2629.4,198.527,8.85
ECO06250,1.0,10.99,1.14,2.565,1,L,0.9,3.7,1,1,0,7.5,2.41,1.11,4702,-18.64,5892.9,1,5892.9,198.636,8.79
ECO06251,1.0,11.32,1.07,29.997,1,L,1.24,11.7,0,1,0,22.3,2.78,1.07,4703,-19.97,6883.3,2,6883.3,198.669,9.75
ECO06252,1.0,11.25,1.06,27.008,2,L,2.11,13.2,0,1,1,45.9,3.4,0.2,4704,-19.75,4644.4,2,4644.4,198.723,9.97
ECO06253,1.0,10.94,1.15,0.974,1,L,0.73,2.8,1,1,0,5.4,1.75,0.78,4705,-18.42,7125.7,1,7125.7,198.857,8.67
ECO06254,1.0,11.03,1.12,33.157,1,L,0.99,7.0,0,1,0,19.8,2.69,0.77,4706,-18.82,4919.2,2,4919.2,198.858,9.09
ECO06255,1.0,11.21,1.1,17.165,1,L,0.75,10.7,0,1,0,21.4,1.82,1.57,4707,-19.6,7013.0,2,7013.0,198.99,9.27
ECO06256,1.0,11.28,1.1,35.762,1,L,0.96,7.8,0,1,0,15.3,3.03,0.4,4708,-19.86,5337.2,1,5337.2,199.067,9.65
ECO06257,1.0,11.52,1.08,36.08,1,L,1.6,13.3,0,1,0,24.5,3.28,0.29,4709,-20.55,6875.0,2,6875.0,199.055,10.11
ECO06258,1.0,11.14,1.15,31.367,1,L,0.88,11.2,0,1,0,23.6,2.66,0.84,4710,-19.31,5791.4,2,5791.4,199.175,9.27
ECO06259,1.0,11.55,1.17,43.759,1,L,2.11,7.4,0,1,0,19.4,3.77,2.63,4711,-20.64,4824.8,2,4824.8,147.655,10.31
ECO06260,1.0,10.95,1.13,33.7,1,L,1.0,5.4,0,1,0,13.1,2.43,0.22,4712,-18.46,6350.5,1,6350.5,199.246,8.83
ECO06261,1.0,11.14,1.15,8.399,2,L,0.8,12.5,0,1,1,25.9,2.17,1.2,4713,-19.32,7132.2,2,7132.2,199.267,9.25
ECO06262,1.0,11.47,1.15,0.528,1,L,1.62,10.1,1,1,0,21.4,2.75,0.9,4714,-20.1,7120.2,2,7143.9,199.295,9.73
ECO06263,1.0,11.19,1.08,7.68,1,L,1.71,4.8,0,1,1,9.2,3.5,0.4,4715,-19.5,7314.6,1,7314.6,199.31,9.69
ECO06264,1.0,13.01,1.06,20.691,1,L,0.9,10.6,0,0,0,27.0,2.89,2.36,2093,-20.83,6826.8,2,6822.4,199.32,10.09
ECO06265,1.0,11.57,1.14,9.322,1,E,2.3,6.7,0,1,1,20.3,3.91,0.58,4716,-20.68,6533.1,1,6533.1,199.356,10.33
ECO06266,1.0,12.9,1.09,4.486,1,E,2.15,6.2,1,0,1,22.4,3.93,1.45,3148,-20.03,6088.0,1,6353.1,199.406,10.07
ECO06267,1.0,11.02,1.13,3.927,1,L,0.92,10.9,1,1,0,24.7,1.87,1.21,4717,-18.81,5979.6,1,5979.6,199.819,8.79
ECO06268,1.0,12.26,1.08,30.826,1,L,0.81,6.0,0,0,0,13.7,2.59,1.15,3164,-19.79,7308.8,1,7310.3,199.949,9.45
ECO06269,1.0,11.07,1.05,14.543,1,E,2.08,4.9,0,1,1,18.0,3.68,0.19,4718,-19.02,3610.3,2,3610.3,200.029,9.65
ECO06270,1.0,11.91,1.01,1.582,1,L,0.97,10.1,1,1,0,21.8,3.09,0.78,4719,-21.39,7262.8,2,7262.8,147.608,10.29
ECO06271,1.0,10.98,1.11,41.476,1,L,1.2,14.2,0,1,0,30.1,3.02,0.22,4720,-18.59,2912.4,1,2912.4,200.089,9.13
ECO06272,1.0,12.1,1.1,31.367,1,L,1.17,10.0,0,0,0,22.6,2.81,1.5,3165,-19.42,5050.0,2,5080.9,200.216,9.51
ECO06273,1.0,11.45,1.08,32.191,1,L,1.8,7.5,0,1,0,19.2,3.41,0.87,4721,-20.38,6950.4,2,6950.4,200.223,10.01
ECO06274,1.0,11.7,1.12,9.972,1,E,2.33,6.0,0,1,1,42.1,4.05,0.45,4722,-20.99,6540.4,1,6540.4,200.281,10.63
ECO06275,1.0,11.13,1.03,26.305,2,E,1.85,5.4,0,1,1,15.9,3.61,0.27,4723,-19.27,4965.1,1,4965.1,200.396,9.67
ECO06276,1.0,11.44,1.11,10.708,1,L,1.34,11.7,0,1,1,24.1,3.18,0.61,4724,-20.34,6672.2,2,6672.2,200.523,10.03
ECO06277,1.0,11.26,1.13,17.662,1,L,1.16,15.2,0,1,0,35.3,2.63,0.67,4725,-19.77,6654.8,1,6654.8,200.687,9.61
ECO06278,1.0,11.28,1.08,19.691,1,L,1.46,15.3,0,1,0,31.2,3.33,1.27,698,-19.71,6784.1,2,6716.4,200.709,10.01
ECO06279,1.0,11.18,1.13,32.063,1,L,0.89,13.4,0,1,0,25.7,2.61,1.34,4726,-19.49,5098.2,2,5098.2,200.834,9.47
ECO06280,1.0,11.38,1.16,26.544,2,L,1.45,11.7,0,1,1,24.3,2.62,1.26,4727,-20.16,7280.8,2,7280.8,200.853,9.77
ECO06281,1.0,11.25,1.12,30.584,1,L,1.18,7.1,0,1,0,26.7,2.71,0.51,4118,-19.27,4357.4,1,4381.6,147.759,9.43
ECO06282,1.0,11.02,1.11,26.504,2,L,0.74,6.7,0,1,1,13.7,2.29,0.88,4728,-18.8,6974.1,2,6974.1,200.888,8.93
ECO06283,1.0,11.3,1.05,30.563,1,L,1.96,11.5,0,1,0,25.5,3.47,1.22,4729,-19.91,7058.2,2,7058.2,200.93,10.15
ECO06284,1.0,12.58,1.09,13.734,2,L,1.87,15.2,0,0,1,31.3,3.52,1.14,84,-20.55,6447.8,2,6403.8,200.968,10.37
ECO06285,1.0,11.68,1.14,14.371,1,E,2.31,4.8,0,1,1,18.0,3.74,3.73,4730,-20.51,7008.4,1,7072.0,200.973,10.37
ECO06286,1.0,11.02,1.13,34.155,1,L,0.84,5.7,0,1,0,15.9,2.39,0.39,4731,-18.8,6949.0,2,6949.0,201.042,9.03
ECO06287,1.0,11.47,1.15,41.82,1,L,1.46,18.6,0,1,0,36.0,2.75,0.2,4732,-20.42,7317.1,2,7317.1,201.052,9.79
ECO06288,1.0,11.48,1.19,31.546,1,E,2.02,6.0,0,1,0,15.6,3.72,1.13,4733,-20.44,6997.0,2,6997.0,201.14,10.27
ECO06289,1.0,11.78,1.15,16.145,1,E,0.93,3.6,0,0,0,12.4,3.08,1.08,4734,-20.32,7149.1,1,7199.9,201.2,9.83
ECO06290,1.0,10.98,1.08,44.892,1,L,1.09,13.9,0,1,0,28.2,2.3,0.21,4735,-18.63,5172.0,1,5172.0,201.177,8.85
ECO06291,1.0,11.19,1.15,44.924,1,L,0.95,18.0,0,1,0,36.5,2.2,1.87,4736,-19.51,4618.9,2,4618.9,147.855,9.43
ECO06292,1.0,13.15,1.11,36.276,1,L,0.96,10.8,0,0,0,25.0,2.07,1.94,590,-18.77,5525.8,2,5607.8,201.214,8.95
ECO06293,1.0,13.67,1.09,14.077,1,L,1.85,11.0,0,0,1,25.9,3.95,3.55,1431,-20.43,7029.9,1,7253.1,201.219,10.15
ECO06294,1.0,11.46,1.07,13.581,2,L,1.23,6.9,0,1,1,22.8,2.89,1.13,4737,-20.39,6718.4,2,6718.4,201.215,9.95
ECO06295,1.0,11.62,1.12,26.463,1,L,2.32,6.0,0,1,1,18.9,3.92,1.37,4738,-20.79,7233.6,1,7233.6,201.234,10.25
ECO06296,1.0,11.29,1.1,14.473,1,L,1.36,8.8,0,1,1,19.4,3.16,3.69,4739,-19.89,7034.5,2,7034.5,201.316,9.79
ECO06297,1.0,13.15,1.02,36.381,1,L,1.42,52.1,0,0,0,83.2,2.12,2.14,590,-21.17,5525.8,1,5684.0,201.401,9.83
ECO06298,1.0,11.24,1.09,13.298,2,L,0.76,4.1,0,1,1,14.0,2.25,1.11,4740,-19.71,6591.5,1,6591.5,201.473,9.37
ECO06299,1.0,11.35,1.14,30.507,1,L,1.28,4.3,0,1,0,10.9,3.13,1.09,4741,-20.06,7122.2,1,7122.2,201.681,9.81
ECO06300,1.0,11.99,1.09,19.984,1,L,1.25,13.0,0,0,0,28.6,1.6,0.68,1786,-19.25,7144.6,1,7139.7,201.694,9.03
ECO06301,1.0,11.21,1.07,5.636,2,L,1.47,7.4,1,1,1,15.0,3.48,0.81,4742,-19.6,7028.6,2,7028.6,201.825,9.89
ECO06302,1.0,11.86,1.03,9.009,2,L,1.21,27.1,0,1,1,57.3,2.99,1.5,4743,-21.2,5111.3,2,5039.2,147.775,10.21
ECO06303,1.0,11.05,1.13,31.788,1,L,0.75,6.1,0,1,0,14.4,2.57,1.04,4744,-18.92,4668.2,2,4668.2,201.831,9.07
ECO06304,1.0,11.5,1.11,12.355,1,L,2.27,10.8,0,1,1,25.5,3.85,0.99,4745,-20.41,6466.0,1,6441.8,201.844,10.29
ECO06305,1.0,12.07,1.05,32.069,1,E,2.18,8.7,0,0,0,21.7,3.95,2.05,3213,-19.78,4784.5,2,4891.9,202.138,9.99
ECO06306,1.0,12.17,1.08,46.5,1,L,1.71,17.8,0,0,0,48.1,2.83,1.26,3217,-18.26,2627.8,1,2669.2,202.14,9.03
ECO06307,1.0,13.85,1.08,11.608,1,E,2.43,6.1,0,0,1,19.9,4.48,6.18,710,-21.28,6822.9,1,7282.8,202.174,10.75
ECO06308,1.0,10.79,1.34,45.73,1,L,1.03,10.9,0,1,0,24.3,2.56,1.24,4746,-17.59,2744.2,1,2744.2,202.204,8.59
ECO06309,1.0,11.46,1.08,10.038,2,L,1.36,14.2,0,1,1,28.5,2.86,2.28,4747,-20.41,6819.3,2,6819.3,202.228,10.01
ECO06310,1.0,11.31,1.07,-0.043,1,L,2.08,7.9,1,1,0,21.3,3.59,0.99,4748,-19.94,6353.8,2,6353.8,202.264,10.01
ECO06311,1.0,11.4,1.08,12.238,2,L,2.12,9.9,0,1,1,29.0,3.94,1.31,4749,-20.23,7222.5,2,7222.5,202.268,10.33
ECO06312,1.0,11.4,1.15,0.729,1,L,1.29,13.6,1,1,0,40.2,2.49,0.33,4750,-20.23,6725.4,2,6725.4,202.308,9.85
ECO06313,1.0,11.22,1.09,23.81,1,L,1.2,8.6,0,1,0,20.3,3.02,0.38,4751,-19.61,5721.7,1,5721.7,147.887,9.61
ECO06314,1.0,11.71,1.11,11.937,1,L,2.26,8.0,0,1,1,24.3,3.67,4.06,4752,-20.54,6946.2,1,7066.0,202.306,10.27
ECO06315,1.0,13.85,1.07,11.658,1,L,2.26,11.4,0,0,1,30.7,3.63,6.63,710,-20.75,6822.9,1,7391.7,202.347,10.47
ECO06316,1.0,13.85,1.11,11.91,1,L,1.96,11.3,0,0,1,30.2,3.34,4.93,710,-20.28,6822.9,1,6502.6,202.358,10.05
ECO06317,1.0,11.61,1.08,26.41,1,L,1.98,11.3,0,1,1,27.6,3.46,1.43,4753,-20.37,7359.0,2,7422.7,202.397,10.25
ECO06318,1.0,11.35,1.16,36.905,1,L,1.11,5.9,0,1,0,14.1,3.12,1.91,4754,-20.07,5537.8,2,5537.8,202.421,9.79
ECO06319,1.0,11.23,1.14,9.933,2,L,0.83,12.7,0,1,1,26.4,2.56,0.47,4755,-19.67,6405.1,2,6405.1,202.435,9.45
ECO06320,1.0,11.49,1.12,12.346,1,L,2.35,8.1,0,1,1,25.9,3.85,0.79,4756,-20.47,6437.1,2,6437.1,202.461,10.37
ECO06321,1.0,11.44,1.1,10.018,1,L,1.09,7.2,0,1,1,15.5,3.27,1.42,4757,-20.02,7123.7,2,7067.9,202.437,9.73
ECO06322,1.0,11.27,1.15,-0.294,1,L,1.1,14.5,1,1,0,27.7,2.55,0.59,4758,-19.8,6282.6,2,6282.6,202.452,9.59
ECO06323,1.0,12.24,1.1,31.011,1,L,0.87,7.1,0,0,0,14.3,3.01,1.79,3226,-20.66,7310.1,2,7404.8,202.508,9.93
ECO06324,1.0,11.7,1.05,19.369,1,L,2.2,14.3,0,0,0,33.1,3.64,2.51,307,-19.86,4075.0,1,4089.1,132.644,10.03
ECO06325,1.0,10.94,1.11,7.264,2,L,1.04,5.8,1,1,1,12.3,2.56,0.36,4759,-18.38,3761.2,1,3761.2,147.865,9.03
ECO06326,1.0,11.63,1.04,31.333,1,L,0.61,12.9,0,1,0,24.4,1.71,2.07,3229,-19.96,4926.8,1,4873.6,202.572,9.09
ECO06327,1.0,11.43,1.08,39.997,1,L,0.75,10.4,0,1,0,18.9,2.49,0.42,4760,-20.3,7332.3,2,7332.3,202.604,9.67
ECO06328,1.0,11.03,1.1,49.137,1,L,1.03,14.5,0,1,0,30.0,-99.99,0.2,4761,-18.83,5021.9,2,5021.9,202.661,9.35
ECO06329,1.0,11.18,1.14,35.339,1,L,1.13,10.8,0,1,0,24.8,2.41,1.96,4762,-19.49,7328.8,2,7328.8,202.661,9.51
ECO06330,1.0,11.35,1.09,11.595,2,L,1.69,8.8,0,1,1,22.8,3.7,1.16,4763,-20.08,7177.7,2,7177.7,202.667,10.15
ECO06331,1.0,11.11,1.09,32.761,1,L,0.95,19.3,0,1,0,48.4,2.38,1.15,4764,-19.21,4714.3,1,4714.3,202.687,9.19
ECO06332,1.0,11.28,1.15,26.522,1,L,1.03,11.5,0,1,1,29.2,2.21,1.13,4765,-19.84,7438.8,2,7438.8,202.689,9.65
ECO06333,1.0,11.57,1.08,34.64,1,L,2.29,7.8,0,1,0,17.6,4.08,3.43,4766,-20.68,7297.5,2,7297.5,202.703,10.33
ECO06334,1.0,11.49,1.13,10.939,1,L,2.01,6.7,0,1,1,22.7,3.63,0.59,4767,-20.49,6384.9,1,6384.9,202.716,10.11
ECO06335,1.0,11.01,1.12,34.153,1,L,1.09,5.9,0,1,0,13.8,2.48,0.41,4768,-18.76,6860.5,1,6860.5,202.755,9.09
ECO06336,1.0,11.59,1.09,40.858,1,L,2.0,10.2,0,1,0,25.9,3.55,0.34,4769,-20.74,5026.0,2,5026.0,148.017,10.13
ECO06337,1.0,11.22,1.1,37.563,1,L,1.24,5.2,0,1,0,11.3,3.64,0.32,4770,-19.65,5254.3,2,5254.3,202.757,9.69
